"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","10.0.2.15","80.232.93.182","DNS","88","Standard query 0x0d18 A contile.services.mozilla.com"
"2","0.000025788","10.0.2.15","80.232.93.182","DNS","88","Standard query 0x671e AAAA contile.services.mozilla.com"
"3","0.012167172","80.232.93.182","10.0.2.15","DNS","104","Standard query response 0x0d18 A contile.services.mozilla.com A 34.117.237.239"
"4","0.012167593","80.232.93.182","10.0.2.15","DNS","172","Standard query response 0x671e AAAA contile.services.mozilla.com SOA ns-679.awsdns-20.net"
"5","0.017114322","10.0.2.15","34.117.237.239","TCP","74","37684  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=607033544 TSecr=0 WS=128"
"6","0.031091108","34.117.237.239","10.0.2.15","TCP","60","443  >  37684 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"7","0.031126314","10.0.2.15","34.117.237.239","TCP","54","37684  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"8","0.032934005","10.0.2.15","34.117.237.239","TLSv1.3","571","Client Hello (SNI=contile.services.mozilla.com)"
"9","0.033085088","34.117.237.239","10.0.2.15","TCP","60","443  >  37684 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"10","0.051471276","34.117.237.239","10.0.2.15","TLSv1.3","1454","Server Hello, Change Cipher Spec"
"11","0.051471567","34.117.237.239","10.0.2.15","TCP","1454","443  >  37684 [PSH, ACK] Seq=1401 Ack=518 Win=65535 Len=1400 [TCP PDU reassembled in 14]"
"12","0.051494469","10.0.2.15","34.117.237.239","TCP","54","37684  >  443 [ACK] Seq=518 Ack=1401 Win=63000 Len=0"
"13","0.051511481","10.0.2.15","34.117.237.239","TCP","54","37684  >  443 [ACK] Seq=518 Ack=2801 Win=63000 Len=0"
"14","0.051590640","34.117.237.239","10.0.2.15","TLSv1.3","1769","Application Data"
"15","0.051595880","10.0.2.15","34.117.237.239","TCP","54","37684  >  443 [ACK] Seq=518 Ack=4516 Win=61320 Len=0"
"16","0.144225568","10.0.2.15","80.232.93.182","DNS","74","Standard query 0x64c2 A r3.o.lencr.org"
"17","0.144286623","10.0.2.15","80.232.93.182","DNS","74","Standard query 0x8bc5 AAAA r3.o.lencr.org"
"18","0.148520053","80.232.93.182","10.0.2.15","DNS","176","Standard query response 0x64c2 A r3.o.lencr.org CNAME o.lencr.edgesuite.net CNAME a1887.dscq.akamai.net A 84.208.4.147 A 84.208.4.168"
"19","0.148597068","80.232.93.182","10.0.2.15","DNS","200","Standard query response 0x8bc5 AAAA r3.o.lencr.org CNAME o.lencr.edgesuite.net CNAME a1887.dscq.akamai.net AAAA 2a02:26f0:a300::1721:771b AAAA 2a02:26f0:a300::1721:7739"
"20","0.149094431","10.0.2.15","84.208.4.147","TCP","74","55270  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1008805033 TSecr=0 WS=128"
"21","0.152657214","10.0.2.15","80.232.93.182","DNS","95","Standard query 0x50ca A content-signature-2.cdn.mozilla.net"
"22","0.152684234","10.0.2.15","80.232.93.182","DNS","95","Standard query 0x5dc4 AAAA content-signature-2.cdn.mozilla.net"
"23","0.154376489","80.232.93.182","10.0.2.15","DNS","255","Standard query response 0x50ca A content-signature-2.cdn.mozilla.net CNAME content-signature-chains.prod.autograph.services.mozaws.net CNAME prod.content-signature-chains.prod.webservices.mozgcp.net A 34.160.144.191"
"24","0.154501263","80.232.93.182","10.0.2.15","DNS","267","Standard query response 0x5dc4 AAAA content-signature-2.cdn.mozilla.net CNAME content-signature-chains.prod.autograph.services.mozaws.net CNAME prod.content-signature-chains.prod.webservices.mozgcp.net AAAA 2600:1901:0:92a9::"
"25","0.154847061","10.0.2.15","34.160.144.191","TCP","74","53902  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2278315621 TSecr=0 WS=128"
"26","0.161273806","84.208.4.147","10.0.2.15","TCP","60","80  >  55270 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"27","0.161315625","10.0.2.15","84.208.4.147","TCP","54","55270  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"28","0.161461729","10.0.2.15","84.208.4.147","OCSP","469","Request"
"29","0.161574821","84.208.4.147","10.0.2.15","TCP","60","80  >  55270 [ACK] Seq=1 Ack=416 Win=65535 Len=0"
"30","0.173297780","84.208.4.147","10.0.2.15","OCSP","942","Response"
"31","0.173335320","10.0.2.15","84.208.4.147","TCP","54","55270  >  80 [ACK] Seq=416 Ack=889 Win=63936 Len=0"
"32","0.174733353","34.160.144.191","10.0.2.15","TCP","60","443  >  53902 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"33","0.174756736","10.0.2.15","34.160.144.191","TCP","54","53902  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"34","0.174957723","10.0.2.15","34.160.144.191","TLSv1.2","270","Client Hello (SNI=content-signature-2.cdn.mozilla.net)"
"35","0.175070134","34.160.144.191","10.0.2.15","TCP","60","443  >  53902 [ACK] Seq=1 Ack=217 Win=65535 Len=0"
"36","0.185029095","10.0.2.15","34.160.144.191","TCP","54","53902  >  443 [FIN, ACK] Seq=217 Ack=1 Win=64240 Len=0"
"37","0.185295645","34.160.144.191","10.0.2.15","TCP","60","443  >  53902 [ACK] Seq=1 Ack=218 Win=65535 Len=0"
"38","0.191972679","34.160.144.191","10.0.2.15","TLSv1.2","2854","Server Hello"
"39","0.192000982","10.0.2.15","34.160.144.191","TCP","54","53902  >  443 [RST] Seq=218 Win=0 Len=0"
"40","0.193724745","10.0.2.15","34.117.237.239","TLSv1.3","118","Change Cipher Spec, Application Data"
"41","0.193964976","34.117.237.239","10.0.2.15","TCP","60","443  >  37684 [ACK] Seq=4516 Ack=582 Win=65535 Len=0"
"42","0.194477147","10.0.2.15","34.117.237.239","TLSv1.3","224","Application Data"
"43","0.194527110","10.0.2.15","34.117.237.239","TLSv1.3","235","Application Data"
"44","0.194598334","34.117.237.239","10.0.2.15","TCP","60","443  >  37684 [ACK] Seq=4516 Ack=752 Win=65535 Len=0"
"45","0.194598444","34.117.237.239","10.0.2.15","TCP","60","443  >  37684 [ACK] Seq=4516 Ack=933 Win=65535 Len=0"
"46","0.214606935","34.117.237.239","10.0.2.15","TLSv1.3","671","Application Data, Application Data, Application Data"
"47","0.214651118","10.0.2.15","34.117.237.239","TCP","54","37684  >  443 [ACK] Seq=933 Ack=5133 Win=62780 Len=0"
"48","0.215227699","10.0.2.15","34.117.237.239","TLSv1.3","85","Application Data"
"49","0.215343346","34.117.237.239","10.0.2.15","TCP","60","443  >  37684 [ACK] Seq=5133 Ack=964 Win=65535 Len=0"
"50","0.298235530","10.0.2.15","80.232.93.182","DNS","85","Standard query 0x9d32 A push.services.mozilla.com"
"51","0.298263492","10.0.2.15","80.232.93.182","DNS","85","Standard query 0x3231 AAAA push.services.mozilla.com"
"52","0.302531618","80.232.93.182","10.0.2.15","DNS","139","Standard query response 0x9d32 A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 34.107.243.93"
"53","0.302611448","80.232.93.182","10.0.2.15","DNS","208","Standard query response 0x3231 AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org"
"54","0.308138585","10.0.2.15","80.232.93.182","DNS","85","Standard query 0x9d7a A push.services.mozilla.com"
"55","0.308165856","10.0.2.15","80.232.93.182","DNS","85","Standard query 0x0279 AAAA push.services.mozilla.com"
"56","0.310228575","80.232.93.182","10.0.2.15","DNS","139","Standard query response 0x9d7a A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 34.107.243.93"
"57","0.310327731","80.232.93.182","10.0.2.15","DNS","208","Standard query response 0x0279 AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org"
"58","0.310632613","10.0.2.15","34.107.243.93","TCP","74","56248  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2864120811 TSecr=0 WS=128"
"59","0.328322364","34.107.243.93","10.0.2.15","TCP","60","443  >  56248 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"60","0.328371697","10.0.2.15","34.107.243.93","TCP","54","56248  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"61","0.329414834","10.0.2.15","34.107.243.93","TLSv1.3","571","Client Hello (SNI=push.services.mozilla.com)"
"62","0.329651908","34.107.243.93","10.0.2.15","TCP","60","443  >  56248 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"63","0.346375297","34.107.243.93","10.0.2.15","TLSv1.3","1454","Server Hello, Change Cipher Spec"
"64","0.346375497","34.107.243.93","10.0.2.15","TCP","1454","443  >  56248 [PSH, ACK] Seq=1401 Ack=518 Win=65535 Len=1400 [TCP PDU reassembled in 67]"
"65","0.346398801","10.0.2.15","34.107.243.93","TCP","54","56248  >  443 [ACK] Seq=518 Ack=1401 Win=63000 Len=0"
"66","0.346418819","10.0.2.15","34.107.243.93","TCP","54","56248  >  443 [ACK] Seq=518 Ack=2801 Win=63000 Len=0"
"67","0.346612742","34.107.243.93","10.0.2.15","TLSv1.3","1716","Application Data"
"68","0.346619285","10.0.2.15","34.107.243.93","TCP","54","56248  >  443 [ACK] Seq=518 Ack=4463 Win=61338 Len=0"
"69","0.350236079","10.0.2.15","84.208.4.147","OCSP","469","Request"
"70","0.350376863","84.208.4.147","10.0.2.15","TCP","60","80  >  55270 [ACK] Seq=889 Ack=831 Win=65535 Len=0"
"71","0.360893369","84.208.4.147","10.0.2.15","OCSP","943","Response"
"72","0.360893569","34.117.237.239","10.0.2.15","TLSv1.3","252","Application Data"
"73","0.360915290","10.0.2.15","84.208.4.147","TCP","54","55270  >  80 [ACK] Seq=831 Ack=1778 Win=63936 Len=0"
"74","0.361359944","10.0.2.15","34.117.237.239","TLSv1.3","93","Application Data"
"75","0.361450865","34.117.237.239","10.0.2.15","TCP","60","443  >  37684 [ACK] Seq=5331 Ack=1003 Win=65535 Len=0"
"76","0.367658829","10.0.2.15","34.107.243.93","TLSv1.3","118","Change Cipher Spec, Application Data"
"77","0.367805915","34.107.243.93","10.0.2.15","TCP","60","443  >  56248 [ACK] Seq=4463 Ack=582 Win=65535 Len=0"
"78","0.367866629","10.0.2.15","34.107.243.93","TLSv1.3","224","Application Data"
"79","0.367939846","34.107.243.93","10.0.2.15","TCP","60","443  >  56248 [ACK] Seq=4463 Ack=752 Win=65535 Len=0"
"80","0.383231269","34.107.243.93","10.0.2.15","TLSv1.3","671","Application Data, Application Data, Application Data"
"81","0.383693726","10.0.2.15","34.107.243.93","TLSv1.3","85","Application Data"
"82","0.383813220","34.107.243.93","10.0.2.15","TCP","60","443  >  56248 [ACK] Seq=5080 Ack=783 Win=65535 Len=0"
"83","0.383975745","10.0.2.15","80.232.93.182","DNS","85","Standard query 0xb02d A push.services.mozilla.com"
"84","0.383990102","10.0.2.15","80.232.93.182","DNS","85","Standard query 0xe422 AAAA push.services.mozilla.com"
"85","0.385712603","80.232.93.182","10.0.2.15","DNS","139","Standard query response 0xb02d A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 34.107.243.93"
"86","0.385853598","80.232.93.182","10.0.2.15","DNS","208","Standard query response 0xe422 AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org"
"87","0.386101693","10.0.2.15","34.107.243.93","TCP","74","56250  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2864120887 TSecr=0 WS=128"
"88","0.401232204","34.107.243.93","10.0.2.15","TCP","60","443  >  56250 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"89","0.401262631","10.0.2.15","34.107.243.93","TCP","54","56250  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"90","0.402406406","10.0.2.15","34.107.243.93","TLSv1.3","711","Client Hello (SNI=push.services.mozilla.com)"
"91","0.402515220","34.107.243.93","10.0.2.15","TCP","60","443  >  56250 [ACK] Seq=1 Ack=658 Win=65535 Len=0"
"92","0.413624378","10.0.2.15","80.232.93.182","DNS","97","Standard query 0xe0b6 A firefox.settings.services.mozilla.com"
"93","0.413644346","10.0.2.15","80.232.93.182","DNS","97","Standard query 0x4ab5 AAAA firefox.settings.services.mozilla.com"
"94","0.525335158","80.232.93.182","10.0.2.15","DNS","175","Standard query response 0xe0b6 A firefox.settings.services.mozilla.com CNAME prod.remote-settings.prod.webservices.mozgcp.net A 34.149.100.209"
"95","0.525341289","34.107.243.93","10.0.2.15","TLSv1.3","272","Server Hello, Change Cipher Spec, Application Data"
"96","0.525341359","80.232.93.182","10.0.2.15","DNS","255","Standard query response 0x4ab5 AAAA firefox.settings.services.mozilla.com CNAME prod.remote-settings.prod.webservices.mozgcp.net SOA ns-cloud-a1.googledomains.com"
"97","0.525384099","10.0.2.15","34.107.243.93","TCP","54","56250  >  443 [ACK] Seq=658 Ack=219 Win=64022 Len=0"
"98","0.525905257","10.0.2.15","34.107.243.93","TLSv1.3","118","Change Cipher Spec, Application Data"
"99","0.526020423","34.107.243.93","10.0.2.15","TCP","60","443  >  56250 [ACK] Seq=219 Ack=722 Win=65535 Len=0"
"100","0.526069786","10.0.2.15","34.107.243.93","TLSv1.3","674","Application Data"
"101","0.526147812","34.107.243.93","10.0.2.15","TCP","60","443  >  56250 [ACK] Seq=219 Ack=1342 Win=65535 Len=0"
"102","0.695598256","34.107.243.93","10.0.2.15","TLSv1.3","852","Application Data, Application Data"
"103","0.697287955","10.0.2.15","34.107.243.93","TLSv1.3","193","Application Data"
"104","0.697462833","34.107.243.93","10.0.2.15","TCP","60","443  >  56250 [ACK] Seq=1017 Ack=1481 Win=65535 Len=0"
"105","0.865924382","34.107.243.93","10.0.2.15","TLSv1.3","191","Application Data"
"106","0.911748225","10.0.2.15","34.107.243.93","TCP","54","56250  >  443 [ACK] Seq=1481 Ack=1154 Win=64022 Len=0"
"107","4.039120247","10.0.2.15","80.232.93.182","DNS","72","Standard query 0x8bcb A www.kali.org"
"108","4.039143721","10.0.2.15","80.232.93.182","DNS","72","Standard query 0x50ca AAAA www.kali.org"
"109","4.066923839","80.232.93.182","10.0.2.15","DNS","104","Standard query response 0x8bcb A www.kali.org A 104.18.5.159 A 104.18.4.159"
"110","4.098791233","80.232.93.182","10.0.2.15","DNS","128","Standard query response 0x50ca AAAA www.kali.org AAAA 2606:4700::6812:59f AAAA 2606:4700::6812:49f"
"111","4.099250565","10.0.2.15","104.18.5.159","TCP","74","43314  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2130669485 TSecr=0 WS=128"
"112","4.112444804","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"113","4.112474409","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"114","4.113494773","10.0.2.15","104.18.5.159","TLSv1.3","571","Client Hello (SNI=www.kali.org)"
"115","4.113591395","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"116","4.125266474","104.18.5.159","10.0.2.15","TLSv1.3","1502","Server Hello, Change Cipher Spec"
"117","4.125266754","104.18.5.159","10.0.2.15","TLSv1.3","1472","Application Data"
"118","4.125301790","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=518 Ack=1449 Win=63712 Len=0"
"119","4.125322068","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=518 Ack=2867 Win=62294 Len=0"
"120","4.129192147","10.0.2.15","104.18.5.159","TCP","74","43324  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2130669515 TSecr=0 WS=128"
"121","4.129418161","10.0.2.15","104.18.5.159","TLSv1.3","118","Change Cipher Spec, Application Data"
"122","4.129555399","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=2867 Ack=582 Win=65535 Len=0"
"123","4.129694610","10.0.2.15","104.18.5.159","TLSv1.3","224","Application Data"
"124","4.129772386","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=2867 Ack=752 Win=65535 Len=0"
"125","4.140477155","104.18.5.159","10.0.2.15","TCP","60","443  >  43324 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"126","4.140477335","104.18.5.159","10.0.2.15","TLSv1.3","575","Application Data, Application Data"
"127","4.140503414","10.0.2.15","104.18.5.159","TCP","54","43324  >  443 [RST] Seq=1 Win=0 Len=0"
"128","4.140927660","10.0.2.15","104.18.5.159","TLSv1.3","85","Application Data"
"129","4.141014152","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=3388 Ack=783 Win=65535 Len=0"
"130","4.633222373","10.0.2.15","104.18.5.159","TLSv1.3","371","Application Data"
"131","4.633536532","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=3388 Ack=1100 Win=65535 Len=0"
"132","5.141776003","104.18.5.159","10.0.2.15","TLSv1.3","7354","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"133","5.141949439","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=1100 Ack=10688 Win=59860 Len=0"
"134","5.142225607","104.18.5.159","10.0.2.15","TLSv1.3","8814","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"135","5.142253820","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=1100 Ack=19448 Win=54020 Len=0"
"136","5.142550496","104.18.5.159","10.0.2.15","TLSv1.3","89","Application Data, Application Data"
"137","5.183734406","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=1100 Ack=19483 Win=62780 Len=0"
"138","5.213867969","10.0.2.15","104.18.5.159","TLSv1.3","210","Application Data"
"139","5.214120472","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=1256 Win=65535 Len=0"
"140","5.214166418","10.0.2.15","104.18.5.159","TLSv1.3","154","Application Data"
"141","5.214262909","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=1356 Win=65535 Len=0"
"142","5.214515453","10.0.2.15","104.18.5.159","TLSv1.3","158","Application Data"
"143","5.214605692","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=1460 Win=65535 Len=0"
"144","5.214766053","10.0.2.15","104.18.5.159","TLSv1.3","140","Application Data"
"145","5.214816287","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=1546 Win=65535 Len=0"
"146","5.215055015","10.0.2.15","104.18.5.159","TLSv1.3","141","Application Data"
"147","5.215099639","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=1633 Win=65535 Len=0"
"148","5.215445307","10.0.2.15","104.18.5.159","TLSv1.3","136","Application Data"
"149","5.215512543","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=1715 Win=65535 Len=0"
"150","5.215860145","10.0.2.15","104.18.5.159","TLSv1.3","137","Application Data"
"151","5.215923364","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=1798 Win=65535 Len=0"
"152","5.216224298","10.0.2.15","104.18.5.159","TLSv1.3","136","Application Data"
"153","5.216316822","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=1880 Win=65535 Len=0"
"154","5.216683570","10.0.2.15","104.18.5.159","TLSv1.3","138","Application Data"
"155","5.216745496","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=1964 Win=65535 Len=0"
"156","5.216991487","10.0.2.15","104.18.5.159","TLSv1.3","139","Application Data"
"157","5.217048795","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2049 Win=65535 Len=0"
"158","5.217352384","10.0.2.15","104.18.5.159","TLSv1.3","136","Application Data"
"159","5.217401346","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2131 Win=65535 Len=0"
"160","5.217621159","10.0.2.15","104.18.5.159","TLSv1.3","139","Application Data"
"161","5.217693604","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2216 Win=65535 Len=0"
"162","5.217895543","10.0.2.15","104.18.5.159","TLSv1.3","137","Application Data"
"163","5.217938173","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2299 Win=65535 Len=0"
"164","5.218163005","10.0.2.15","104.18.5.159","TLSv1.3","139","Application Data"
"165","5.218223348","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2384 Win=65535 Len=0"
"166","5.218427331","10.0.2.15","104.18.5.159","TLSv1.3","141","Application Data"
"167","5.218477575","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2471 Win=65535 Len=0"
"168","5.218936977","10.0.2.15","104.18.5.159","TLSv1.3","136","Application Data"
"169","5.218987351","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2553 Win=65535 Len=0"
"170","5.219266134","10.0.2.15","104.18.5.159","TLSv1.3","145","Application Data"
"171","5.219317771","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2644 Win=65535 Len=0"
"172","5.219854187","10.0.2.15","104.18.5.159","TLSv1.3","140","Application Data"
"173","5.219908820","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2730 Win=65535 Len=0"
"174","5.221698466","10.0.2.15","104.18.5.159","TLSv1.3","140","Application Data"
"175","5.221906597","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2816 Win=65535 Len=0"
"176","5.222029147","10.0.2.15","104.18.5.159","TLSv1.3","148","Application Data"
"177","5.222139103","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2910 Win=65535 Len=0"
"178","5.222502455","10.0.2.15","104.18.5.159","TLSv1.3","141","Application Data"
"179","5.222602302","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=2997 Win=65535 Len=0"
"180","5.222833505","10.0.2.15","104.18.5.159","TLSv1.3","144","Application Data"
"181","5.223245318","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=3087 Win=65535 Len=0"
"182","5.223846896","10.0.2.15","104.18.5.159","TLSv1.3","142","Application Data"
"183","5.223995926","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=3175 Win=65535 Len=0"
"184","5.224080464","10.0.2.15","104.18.5.159","TLSv1.3","140","Application Data"
"185","5.224206912","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=3261 Win=65535 Len=0"
"186","5.224273176","10.0.2.15","104.18.5.159","TLSv1.3","139","Application Data"
"187","5.224375207","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=3346 Win=65535 Len=0"
"188","5.224513106","10.0.2.15","104.18.5.159","TLSv1.3","140","Application Data"
"189","5.224591212","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=3432 Win=65535 Len=0"
"190","5.225066764","10.0.2.15","104.18.5.159","TLSv1.3","132","Application Data"
"191","5.225161913","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=3510 Win=65535 Len=0"
"192","5.225452748","10.0.2.15","104.18.5.159","TLSv1.3","138","Application Data"
"193","5.225549460","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=3594 Win=65535 Len=0"
"194","5.226071730","10.0.2.15","104.18.5.159","TLSv1.3","139","Application Data"
"195","5.226174532","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=3679 Win=65535 Len=0"
"196","5.226729153","10.0.2.15","104.18.5.159","TLSv1.3","133","Application Data"
"197","5.226823550","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=3758 Win=65535 Len=0"
"198","5.228061662","10.0.2.15","104.18.5.159","TLSv1.3","132","Application Data"
"199","5.228209720","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=3836 Win=65535 Len=0"
"200","5.228262880","10.0.2.15","104.18.5.159","TLSv1.3","138","Application Data"
"201","5.228355864","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=3920 Win=65535 Len=0"
"202","5.231350541","10.0.2.15","104.18.5.159","TLSv1.3","165","Application Data"
"203","5.231524297","10.0.2.15","104.18.5.159","TLSv1.3","154","Application Data"
"204","5.231541219","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=4031 Win=65535 Len=0"
"205","5.231626709","104.18.5.159","10.0.2.15","TCP","60","443  >  43314 [ACK] Seq=19483 Ack=4131 Win=65535 Len=0"
"206","5.236287351","104.18.5.159","10.0.2.15","TLSv1.3","281","Application Data"
"207","5.236366169","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=4131 Ack=19710 Win=62780 Len=0"
"208","5.236421733","104.18.5.159","10.0.2.15","TLSv1.3","1064","Application Data, Application Data, Application Data"
"209","5.236520579","104.18.5.159","10.0.2.15","TLSv1.3","1445","Application Data"
"210","5.236520899","104.18.5.159","10.0.2.15","TLSv1.3","495","Application Data, Application Data"
"211","5.236534525","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=4131 Ack=22111 Win=62780 Len=0"
"212","5.236730743","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=4131 Ack=22552 Win=62780 Len=0"
"213","5.237157483","104.18.5.159","10.0.2.15","TLSv1.3","163","Application Data"
"214","5.237200174","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=4131 Ack=22661 Win=62780 Len=0"
"215","5.237206606","104.18.5.159","10.0.2.15","TLSv1.3","1445","Application Data"
"216","5.237294410","104.18.5.159","10.0.2.15","TLSv1.3","1502","Application Data"
"217","5.237302065","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=4131 Ack=24052 Win=62780 Len=0"
"218","5.237326691","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=4131 Ack=25500 Win=62780 Len=0"
"219","5.237395540","104.18.5.159","10.0.2.15","TLSv1.3","1388","Application Data"
"220","5.237395650","104.18.5.159","10.0.2.15","TLSv1.3","589","Application Data, Application Data, Application Data"
"221","5.237406991","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=4131 Ack=27369 Win=62780 Len=0"
"222","5.237495137","104.18.5.159","10.0.2.15","TLSv1.3","1799","Application Data, Application Data, Application Data"
"223","5.237499796","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=4131 Ack=29114 Win=62780 Len=0"
"224","5.237557133","104.18.5.159","10.0.2.15","TLSv1.3","122","Application Data"
"225","5.237584715","10.0.2.15","104.18.5.159","TCP","54","43314  >  443 [ACK] Seq=4131 Ack=29182 Win=62780 Len=0"
"226","5.237618418","104.18.5.159","10.0.2.15","TLSv1.3","1445","Application Data"
