"No.","Time","Source","Destination","Protocol","Length","Info"
"5141","29.659587416","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5142","29.659587527","142.250.74.174","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=32ab09"
"5143","29.659587587","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5144","29.659587637","142.250.74.174","10.0.2.15","QUIC","551","Protected Payload (KP0), DCID=32ab09"
"5145","29.659623654","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5146","29.659623714","216.58.207.214","10.0.2.15","QUIC","68","Protected Payload (KP0), DCID=654584"
"5147","29.659623775","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5148","29.659667907","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5149","29.659667977","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5150","29.659668028","216.58.207.214","10.0.2.15","QUIC","68","Protected Payload (KP0), DCID=654584"
"5151","29.659712621","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5152","29.659721227","10.0.2.15","216.58.207.214","QUIC","78","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5153","29.659816536","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5154","29.659816626","216.58.207.214","10.0.2.15","QUIC","68","Protected Payload (KP0), DCID=654584"
"5155","29.659877380","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5156","29.659965806","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5157","29.659968692","10.0.2.15","142.250.74.174","QUIC","80","Protected Payload (KP0), DCID=e718abbf3e4b8209"
"5158","29.660067507","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5159","29.660117240","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5160","29.660135374","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5161","29.660267161","216.58.207.214","10.0.2.15","QUIC","68","Protected Payload (KP0), DCID=654584"
"5162","29.660366738","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5163","29.660437150","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5164","29.661109331","10.0.2.15","142.250.74.78","QUIC","1399","Initial, DCID=06c3a0e172924534, SCID=0cc632, PKN: 0, CRYPTO"
"5165","29.664708933","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5166","29.664758676","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5167","29.664818268","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5168","29.664833497","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5169","29.664884552","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5170","29.664959864","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5171","29.664996472","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5172","29.665072124","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5173","29.665130373","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5174","29.665139561","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5175","29.665239658","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5176","29.665310171","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5177","29.665605304","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5178","29.665605404","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5179","29.665678612","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5180","29.666676724","216.58.207.214","10.0.2.15","QUIC","1395","Protected Payload (KP0), DCID=654584"
"5181","29.666735234","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5182","29.666966738","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5183","29.666990432","10.0.2.15","216.58.207.214","QUIC","78","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5184","29.667035888","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5185","29.667131778","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5186","29.667131888","142.250.74.174","10.0.2.15","QUIC","72","Protected Payload (KP0), DCID=32ab09"
"5187","29.667144431","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5188","29.668656768","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5189","29.668656888","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5190","29.668750213","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5191","29.669905771","142.250.74.161","10.0.2.15","QUIC","1399","Initial, DCID=b001ec, SCID=ec8b5152e4e2b52a, PKN: 1, ACK, CRYPTO, PADDING"
"5192","29.670262590","10.0.2.15","142.250.74.161","QUIC","82","Handshake, DCID=ec8b5152e4e2b52a, SCID=b001ec"
"5193","29.674981562","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5194","29.675044259","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5195","29.675100885","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5196","29.675135480","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5197","29.675196585","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5198","29.675260495","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5199","29.677898002","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5200","29.677994473","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5201","29.678060647","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5202","29.678133514","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5203","29.678214756","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5204","29.678335302","10.0.2.15","216.58.207.214","QUIC","73","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5205","29.678811105","142.250.74.78","10.0.2.15","QUIC","1399","Initial, DCID=0cc632, SCID=e6c3a0e172924534, PKN: 1, ACK, CRYPTO, PADDING"
"5206","29.678885424","216.58.207.214","10.0.2.15","QUIC","1395","Protected Payload (KP0), DCID=654584"
"5207","29.678966456","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5208","29.679043441","142.250.74.161","10.0.2.15","QUIC","1399","Handshake, DCID=b001ec, SCID=ec8b5152e4e2b52a"
"5209","29.679117520","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5210","29.679210694","10.0.2.15","142.250.74.78","QUIC","82","Handshake, DCID=e6c3a0e172924534, SCID=0cc632"
"5211","29.679210774","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5212","29.679302547","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5213","29.679372528","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5214","29.679443361","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5215","29.679450364","10.0.2.15","216.58.207.214","QUIC","79","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5216","29.679527979","10.0.2.15","142.250.74.161","QUIC","84","Handshake, DCID=ec8b5152e4e2b52a, SCID=b001ec"
"5217","29.679539982","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5218","29.679606216","142.250.74.161","10.0.2.15","QUIC","1399","Handshake, DCID=b001ec, SCID=ec8b5152e4e2b52a"
"5219","29.679609743","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5220","29.679666369","10.0.2.15","142.250.74.161","QUIC","84","Handshake, DCID=ec8b5152e4e2b52a, SCID=b001ec"
"5221","29.679844373","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5222","29.679921337","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5223","29.679990447","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5224","29.680005936","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5225","29.680082490","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5226","29.680188068","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5227","29.681594826","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5228","29.681684785","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5229","29.681727936","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5230","29.681794912","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5231","29.681898095","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5232","29.681961534","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5233","29.683611339","216.58.207.214","10.0.2.15","QUIC","1395","Protected Payload (KP0), DCID=654584"
"5234","29.683665661","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5235","29.683843645","10.0.2.15","216.58.207.214","QUIC","80","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5236","29.683912864","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5237","29.683989989","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5238","29.684039011","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5239","29.684066703","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5240","29.684147124","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5241","29.684199823","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5242","29.684226362","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5243","29.684290833","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5244","29.684540492","142.250.74.161","10.0.2.15","QUIC","1399","Handshake, DCID=b001ec, SCID=ec8b5152e4e2b52a"
"5245","29.684610563","142.250.74.161","10.0.2.15","QUIC","1399","Handshake, DCID=b001ec, SCID=ec8b5152e4e2b52a"
"5246","29.684687407","142.250.74.161","10.0.2.15","QUIC","1399","Handshake, DCID=b001ec, SCID=ec8b5152e4e2b52a"
"5247","29.684764392","142.250.74.161","10.0.2.15","QUIC","1399","Handshake, DCID=b001ec, SCID=ec8b5152e4e2b52a"
"5248","29.684842658","142.250.74.161","10.0.2.15","QUIC","1322","Protected Payload (KP0), DCID=b001ec"
"5249","29.684917729","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5250","29.684998150","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5251","29.685158080","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5252","29.685265191","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5253","29.685311678","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5254","29.685331746","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5255","29.685414371","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5256","29.685461329","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5257","29.685710657","142.250.74.78","10.0.2.15","TLSv1.3","1454","Server Hello, Change Cipher Spec"
"5258","29.685721958","10.0.2.15","142.250.74.78","TCP","54","38786  >  443 [ACK] Seq=518 Ack=1401 Win=63000 Len=0"
"5259","29.685816044","142.250.74.78","10.0.2.15","TCP","1454","443  >  38786 [PSH, ACK] Seq=1401 Ack=518 Win=65535 Len=1400 [TCP PDU reassembled in 5265]"
"5260","29.685821304","10.0.2.15","142.250.74.78","TCP","54","38786  >  443 [ACK] Seq=518 Ack=2801 Win=63000 Len=0"
"5261","29.685884162","142.250.74.78","10.0.2.15","TCP","1454","443  >  38786 [PSH, ACK] Seq=2801 Ack=518 Win=65535 Len=1400 [TCP PDU reassembled in 5265]"
"5262","29.685888009","10.0.2.15","142.250.74.78","TCP","54","38786  >  443 [ACK] Seq=518 Ack=4201 Win=61600 Len=0"
"5263","29.685953171","142.250.74.78","10.0.2.15","TCP","1454","443  >  38786 [PSH, ACK] Seq=4201 Ack=518 Win=65535 Len=1400 [TCP PDU reassembled in 5265]"
"5264","29.685956758","10.0.2.15","142.250.74.78","TCP","54","38786  >  443 [ACK] Seq=518 Ack=5601 Win=60200 Len=0"
"5265","29.686023373","142.250.74.78","10.0.2.15","TLSv1.3","1280","Application Data"
"5266","29.686027140","10.0.2.15","142.250.74.78","TCP","54","38786  >  443 [ACK] Seq=518 Ack=6827 Win=60200 Len=0"
"5267","29.686900749","10.0.2.15","142.250.74.161","QUIC","85","Handshake, DCID=ec8b5152e4e2b52a, SCID=b001ec"
"5268","29.687033658","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5269","29.688192702","216.58.207.214","10.0.2.15","QUIC","1395","Protected Payload (KP0), DCID=654584"
"5270","29.688249519","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5271","29.688316825","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5272","29.688392226","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5273","29.688491342","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5274","29.688565211","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5275","29.688640252","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5276","29.688748264","10.0.2.15","142.250.74.174","QUIC","76","Protected Payload (KP0), DCID=e718abbf3e4b8209"
"5277","29.688964139","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5278","29.689041715","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5279","29.689059899","10.0.2.15","216.58.207.214","QUIC","80","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5280","29.689104543","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5281","29.689193069","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5282","29.689269091","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5283","29.689428049","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5284","29.689676415","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5285","29.689676535","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5286","29.689723443","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5287","29.689817089","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5288","29.689899784","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5289","29.689971008","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5290","29.690322197","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5291","29.691024814","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5292","29.691068156","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5293","29.691153456","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5294","29.691165859","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5295","29.691247783","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5296","29.691316882","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5297","29.691494195","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5298","29.691808194","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5299","29.691808304","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5300","29.691808354","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5301","29.692002739","142.250.74.78","10.0.2.15","QUIC","1399","Handshake, DCID=0cc632, SCID=e6c3a0e172924534"
"5302","29.692070726","142.250.74.78","10.0.2.15","QUIC","1399","Handshake, DCID=0cc632, SCID=e6c3a0e172924534"
"5303","29.692137692","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5304","29.692223062","10.0.2.15","142.250.74.78","QUIC","84","Handshake, DCID=e6c3a0e172924534, SCID=0cc632"
"5305","29.693679664","10.0.2.15","142.250.74.161","QUIC","150","Protected Payload (KP0), DCID=ec8b5152e4e2b52a"
"5306","29.693701024","10.0.2.15","142.250.74.161","QUIC","112","Protected Payload (KP0), DCID=ec8b5152e4e2b52a"
"5307","29.693858450","10.0.2.15","142.250.74.78","TLSv1.3","118","Change Cipher Spec, Application Data"
"5308","29.693879229","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5309","29.693879329","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5310","29.693907341","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5311","29.693907411","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5312","29.693954560","142.250.74.78","10.0.2.15","TCP","60","443  >  38786 [ACK] Seq=6827 Ack=582 Win=65535 Len=0"
"5313","29.693954640","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5314","29.693954700","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5315","29.693991750","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5316","29.693991870","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5317","29.694011767","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5318","29.694563262","10.0.2.15","142.250.74.161","QUIC","1385","Protected Payload (KP0), DCID=ec8b5152e4e2b52a"
"5319","29.694735154","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5320","29.694766763","10.0.2.15","142.250.74.78","TLSv1.3","241","Application Data"
"5321","29.694861521","142.250.74.78","10.0.2.15","QUIC","1399","Handshake, DCID=0cc632, SCID=e6c3a0e172924534"
"5322","29.694861651","142.250.74.78","10.0.2.15","TCP","60","443  >  38786 [ACK] Seq=6827 Ack=769 Win=65535 Len=0"
"5323","29.694916304","142.250.74.78","10.0.2.15","QUIC","1399","Handshake, DCID=0cc632, SCID=e6c3a0e172924534"
"5324","29.694999420","142.250.74.78","10.0.2.15","QUIC","1399","Handshake, DCID=0cc632, SCID=e6c3a0e172924534"
"5325","29.694999500","142.250.74.78","10.0.2.15","QUIC","400","Protected Payload (KP0), DCID=0cc632"
"5326","29.695099848","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5327","29.695188655","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5328","29.695264677","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5329","29.695345208","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5330","29.695423856","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5331","29.695498396","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5332","29.695575520","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5333","29.695663355","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5334","29.695755758","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5335","29.695755849","216.58.207.214","10.0.2.15","QUIC","456","Protected Payload (KP0), DCID=654584"
"5336","29.695844264","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5337","29.695957707","10.0.2.15","142.250.74.78","QUIC","85","Handshake, DCID=e6c3a0e172924534, SCID=0cc632"
"5338","29.696073224","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5339","29.696143896","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5340","29.696160167","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5341","29.696244124","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5342","29.696322972","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5343","29.696357217","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5344","29.696395869","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5345","29.696437637","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5346","29.696480047","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5347","29.696563283","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5348","29.696635699","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5349","29.696650176","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5350","29.696871080","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5351","29.696943396","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5352","29.697122091","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5353","29.698025145","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5354","29.701347327","10.0.2.15","142.250.74.78","QUIC","150","Protected Payload (KP0), DCID=e6c3a0e172924534"
"5355","29.701382162","10.0.2.15","142.250.74.78","QUIC","107","Protected Payload (KP0), DCID=e6c3a0e172924534"
"5356","29.701668098","10.0.2.15","142.250.74.78","QUIC","113","Protected Payload (KP0), DCID=e6c3a0e172924534"
"5357","29.702611768","142.250.74.174","10.0.2.15","QUIC","69","Protected Payload (KP0), DCID=32ab09"
"5358","29.702664027","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5359","29.702725352","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5360","29.702810742","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5361","29.702888688","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5362","29.702968117","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5363","29.703042577","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5364","29.703120673","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5365","29.703207275","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5366","29.703279281","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5367","29.703371684","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5368","29.703453718","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5369","29.703453828","216.58.207.214","10.0.2.15","QUIC","530","Protected Payload (KP0), DCID=654584"
"5370","29.703456553","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5371","29.703727942","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5372","29.703789417","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5373","29.703859258","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5374","29.704266332","10.0.2.15","216.58.207.214","QUIC","76","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5375","29.704385245","10.0.2.15","216.58.207.214","QUIC","75","Protected Payload (KP0), DCID=fac4cf469e476fcc"
"5376","29.706023919","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5377","29.706024620","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5378","29.706024670","142.250.74.174","10.0.2.15","QUIC","243","Protected Payload (KP0), DCID=32ab09"
"5379","29.706024710","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5380","29.706024760","142.250.74.174","10.0.2.15","QUIC","67","Protected Payload (KP0), DCID=32ab09"
"5381","29.706087548","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5382","29.706087628","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5383","29.706087678","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5384","29.706087728","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
"5385","29.706140137","216.58.207.214","10.0.2.15","QUIC","1399","Protected Payload (KP0), DCID=654584"
